branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
1,1,6.42,2,7.8,5.3,67.0,7.1,2.5,4.1,3,2,1,0,0,2,1,19.01
1,1,7.54,0,5.4,6.3,57.1,3.6,5.5,3.0,3,4,1,0,2,0,1,20.82
1,1,4.06,1,7.8,5.8,67.8,3.8,4.1,2.8,1,4,1,1,0,0,0,17.31
1,1,6.48,0,5.5,5.4,60.2,3.6,5.9,4.9,0,0,2,0,0,1,0,17.31
0,2,8.16,0,5.4,6.3,58.0,5.9,3.7,3.2,3,1,4,0,2,1,0,17.31
3,0,7.37,0,7.0,7.8,73.4,5.4,1.3,5.1,2,1,3,0,0,1,0,17.31
6,2,6.79,1,6.1,6.2,65.5,4.6,3.8,2.0,1,2,3,3,1,0,1,15.0
3,1,7.82,0,7.9,5.9,58.4,6.9,5.0,3.3,3,1,0,0,2,1,1,20.74
5,2,6.69,0,4.2,7.1,50.1,3.4,3.1,2.9,1,1,0,1,0,0,0,17.31
2,1,7.69,1,3.7,7.0,59.0,7.3,2.8,3.8,1,4,0,0,0,3,0,17.31
6,2,5.89,0,5.7,3.7,73.1,7.8,3.1,4.0,3,4,4,0,0,0,1,16.14
3,2,6.15,0,5.3,5.9,67.3,6.4,4.2,0.0,1,3,3,0,0,2,0,17.31
1,1,8.78,0,4.7,5.4,52.6,4.0,4.7,6.9,2,3,3,2,0,2,1,20.57
2,2,6.89,0,5.6,3.5,45.5,7.6,6.0,4.7,2,2,3,3,0,1,0,17.31
1,2,8.88,0,6.4,2.9,63.4,8.0,3.4,1.8,3,3,1,1,0,0,0,17.31
3,1,7.34,0,7.7,8.8,58.7,7.5,4.1,3.6,3,2,0,1,0,1,1,23.07
3,2,6.34,0,5.4,5.6,75.6,6.5,5.3,6.4,1,4,3,3,1,2,1,16.18
3,2,5.82,0,7.8,8.0,79.2,7.2,5.4,1.8,2,3,0,0,0,2,0,17.31
1,1,8.43,0,6.9,4.9,72.0,7.6,6.7,2.7,2,3,1,0,0,1,1,18.13
5,0,7.81,3,4.3,4.1,57.5,5.1,6.3,1.3,1,1,2,0,0,0,1,15.92
1,1,6.69,1,6.8,2.7,72.4,6.9,1.8,3.1,1,4,2,0,0,1,1,13.71
4,1,8.06,1,8.1,7.0,83.6,8.0,5.8,4.7,2,1,2,2,0,1,1,22.69
1,1,8.34,0,6.6,5.6,47.8,5.1,6.9,1.7,0,3,0,0,0,0,1,17.33
1,0,7.08,0,5.8,6.3,76.5,5.8,1.0,4.4,1,3,1,0,0,0,0,17.31
2,1,9.48,0,7.9,6.7,58.4,4.4,3.9,8.7,1,3,4,0,0,0,1,19.87
1,1,7.35,1,6.5,4.9,47.5,7.0,4.8,4.2,0,2,2,1,0,0,1,16.21
5,2,6.89,0,6.4,5.1,56.1,3.1,6.4,5.5,0,0,2,1,0,1,1,15.12
0,2,8.89,0,6.2,4.2,73.2,4.2,6.5,1.8,1,1,2,1,0,1,1,15.64
1,2,7.79,2,5.4,1.5,81.8,4.4,2.4,2.3,0,4,0,1,0,0,0,17.31
2,1,7.75,2,4.7,4.8,66.9,6.7,1.4,4.5,1,3,0,0,0,1,1,16.69
1,2,8.75,0,6.6,5.1,81.8,5.9,5.5,2.1,1,1,1,1,0,3,1,18.9
5,2,6.68,0,5.3,4.6,74.6,5.0,4.7,2.4,1,4,0,0,1,2,0,17.31
1,0,7.6,0,8.4,8.3,67.4,7.2,4.8,2.0,2,1,1,0,0,0,1,24.88
5,1,7.45,1,6.3,3.8,54.2,8.0,4.9,2.4,0,2,2,0,0,3,1,13.79
1,1,7.98,2,6.1,5.3,70.2,5.5,3.9,2.0,0,3,1,1,0,0,1,14.28
6,1,5.53,2,3.6,1.7,48.3,5.9,5.5,4.9,2,1,4,0,0,1,0,17.31
5,2,6.34,2,3.2,5.4,67.9,7.4,5.1,7.0,1,4,0,0,0,0,0,17.31
2,1,5.93,1,5.7,6.7,73.2,9.2,4.0,3.2,1,1,2,3,0,1,1,16.63
2,2,6.24,0,4.0,6.7,82.8,4.3,4.7,5.6,1,3,3,2,0,1,1,16.29
5,2,7.82,2,6.8,3.8,47.8,7.2,6.9,1.8,2,2,0,0,1,3,1,17.78
5,1,7.9,1,7.0,5.6,73.5,5.5,4.9,3.0,2,3,2,1,1,1,1,19.49
1,0,7.63,0,7.1,5.0,82.9,7.3,7.3,4.2,2,2,1,1,0,0,1,22.07
3,2,8.0,0,4.4,6.1,64.8,6.9,6.0,1.4,1,2,0,2,0,0,0,17.31
3,1,7.66,0,5.5,5.7,70.0,5.6,6.7,4.6,0,4,1,1,1,1,1,18.13
3,1,7.97,1,5.5,4.4,50.8,5.7,2.4,0.4,0,2,0,0,0,0,1,12.42
3,2,6.65,0,6.6,6.0,68.9,5.8,3.7,5.2,1,3,0,0,0,3,1,14.27
0,0,6.11,0,6.8,6.4,70.2,6.8,1.5,3.6,0,1,1,0,0,1,1,16.46
1,2,8.85,0,5.1,7.3,90.4,5.0,3.5,2.6,0,4,2,1,0,1,1,16.47
4,2,6.34,0,7.2,6.1,68.9,5.1,9.4,4.3,2,2,0,3,2,2,1,20.39
1,0,6.48,2,6.9,5.1,61.7,6.2,7.3,4.5,1,3,1,0,2,2,1,19.41
3,1,7.15,0,5.8,6.4,53.8,8.2,5.8,5.8,1,5,0,2,0,1,1,18.85
6,1,6.76,1,8.2,2.7,56.7,5.3,0.0,3.8,0,2,2,0,0,0,1,11.32
5,1,7.61,0,6.9,4.4,68.2,5.5,4.4,3.2,1,2,0,0,0,1,1,16.14
4,0,6.95,0,3.6,4.6,74.2,6.0,3.4,4.6,0,2,0,0,1,0,1,14.06
4,1,6.96,0,7.2,4.0,65.7,6.0,3.7,4.4,0,3,2,0,0,2,0,17.31
1,2,6.02,0,3.6,7.2,62.8,6.2,1.6,4.2,1,1,3,0,0,0,1,11.86
0,2,6.78,0,6.2,7.1,52.2,6.5,4.2,3.1,1,1,2,0,0,1,0,17.31
1,2,6.01,2,8.3,3.5,69.5,6.3,5.1,2.9,1,4,1,1,0,2,1,16.58
3,0,7.34,0,5.4,6.6,87.5,5.1,3.8,5.1,1,3,0,2,0,2,1,19.39
6,0,7.17,0,8.6,3.7,56.6,8.5,0.5,3.9,3,2,0,0,0,2,0,17.31
1,2,6.99,2,5.6,4.5,70.4,6.1,2.0,1.4,2,1,4,0,0,1,0,17.31
3,0,6.73,1,7.7,4.6,64.0,5.3,3.2,3.7,0,0,1,0,0,1,0,17.31
2,2,5.94,0,8.3,3.7,72.2,4.0,7.6,6.6,1,2,1,0,0,0,0,17.31
2,2,6.32,0,5.9,2.0,100.0,8.4,1.6,4.6,3,5,1,0,2,3,1,14.14
3,0,5.95,0,6.4,3.4,79.1,5.1,3.9,4.2,2,4,1,0,0,0,1,17.39
1,2,6.47,0,8.8,4.5,76.9,8.7,6.5,3.2,1,1,4,1,0,0,1,17.78
1,1,5.25,0,5.6,6.1,88.0,5.0,5.8,2.6,2,1,3,0,1,0,1,15.1
3,2,6.43,2,3.9,7.1,53.2,6.1,5.2,0.0,1,5,4,0,1,1,1,15.34
2,1,7.8,2,5.9,7.3,76.7,6.1,3.4,6.9,3,2,1,1,0,0,1,20.6
1,2,7.38,0,5.1,7.9,75.3,5.6,4.4,0.0,3,4,2,2,2,2,0,17.31
5,2,7.06,1,8.3,2.1,59.6,6.5,1.7,3.3,0,1,1,0,1,2,0,17.31
1,0,6.89,0,6.2,9.3,82.4,6.9,3.5,2.7,0,2,2,1,1,0,1,19.26
2,1,8.01,0,5.9,2.1,65.1,7.2,5.6,4.2,1,3,1,3,1,1,0,17.31
3,1,5.91,0,6.9,6.3,62.1,6.6,4.9,3.8,0,5,3,0,0,0,1,15.69
5,2,6.48,0,6.4,7.6,39.7,3.6,2.6,5.6,1,3,3,0,1,2,1,19.63
3,1,6.67,0,6.0,4.6,57.6,7.6,2.8,4.6,0,0,3,0,2,0,1,14.68
4,1,7.34,2,6.6,4.7,94.3,4.9,2.7,2.2,1,1,1,0,0,1,1,15.39
1,0,7.11,0,5.9,5.6,63.8,8.7,4.3,4.9,0,2,1,0,0,0,1,17.68
1,1,7.09,0,5.2,5.3,41.8,4.5,4.2,3.7,1,5,1,3,0,2,0,17.31
2,2,6.44,0,4.3,7.7,37.8,3.6,3.2,7.5,2,4,1,0,0,3,1,17.77
2,2,8.37,0,6.2,8.1,55.5,6.9,4.3,4.0,3,1,0,2,1,2,0,17.31
5,1,7.08,0,3.8,6.6,58.2,4.7,5.6,0.0,2,3,1,0,0,2,0,17.31
4,2,5.18,0,5.3,6.7,54.9,5.8,1.9,3.1,2,4,1,0,1,2,0,17.31
5,2,8.22,3,4.1,1.7,72.9,6.4,3.1,7.2,1,2,1,0,0,1,0,17.31
1,2,6.91,0,7.2,5.8,79.7,7.5,5.3,3.2,1,2,2,0,1,2,1,18.57
3,1,8.92,0,5.4,9.3,72.5,6.3,5.8,4.5,3,3,1,1,0,2,1,22.67
3,0,8.37,1,3.7,6.7,54.6,5.5,5.6,1.4,0,2,0,0,0,3,1,17.49
4,2,5.66,0,4.5,4.1,58.8,7.2,3.9,8.0,2,5,1,1,0,2,1,17.64
3,1,5.81,2,7.7,6.6,73.6,8.3,2.4,4.9,1,1,1,1,0,1,1,16.69
1,0,8.55,3,6.1,4.7,55.0,6.1,2.6,6.3,2,3,0,0,0,3,1,20.59
0,0,7.69,0,5.7,4.8,70.6,4.5,7.1,3.6,1,2,0,0,1,1,1,20.16
5,0,5.83,0,7.6,3.9,42.2,6.8,3.7,3.2,3,3,2,0,0,0,0,17.31
3,0,6.59,0,4.8,3.1,71.6,4.9,6.1,4.9,1,1,4,0,1,1,1,16.35
1,1,6.13,0,7.7,6.1,79.6,6.2,4.0,3.8,1,4,1,1,0,1,1,18.1
1,2,6.31,0,6.0,6.4,69.1,6.0,2.0,5.3,1,0,1,0,0,1,0,17.31
1,2,6.22,0,5.4,5.4,51.1,4.7,1.9,3.6,0,2,3,0,2,1,0,17.31
3,2,8.34,0,7.8,5.8,68.9,6.5,4.7,3.1,0,3,2,0,0,1,1,16.15
4,0,6.29,0,5.3,5.3,53.6,6.0,5.6,5.3,0,3,3,0,0,2,1,19.61
0,2,5.87,0,7.1,4.9,56.6,4.8,2.1,5.0,1,3,3,0,0,1,1,14.62
4,0,6.92,1,4.4,3.1,59.4,7.6,4.5,3.4,0,1,0,1,0,2,1,13.89
3,2,7.3,0,4.7,5.5,71.9,4.1,3.6,3.2,1,5,1,2,0,2,1,15.69
5,2,7.13,0,3.3,4.1,89.4,4.8,4.7,3.7,1,3,2,0,2,1,1,12.45
1,2,6.4,0,4.7,8.8,51.6,7.3,5.2,4.6,1,2,2,0,0,2,1,18.25
6,2,6.85,0,7.0,3.9,53.7,6.7,3.6,2.7,1,4,0,0,0,0,0,17.31
5,1,7.95,1,4.1,5.1,76.8,7.1,7.2,4.6,1,3,1,0,1,0,1,16.35
1,2,5.97,0,5.5,5.1,72.8,6.7,5.1,6.3,0,1,3,0,0,0,0,17.31
1,2,7.55,0,7.6,6.8,52.1,6.4,2.7,3.6,2,2,3,0,0,0,0,17.31
5,2,7.53,0,5.9,1.6,72.3,4.6,4.7,3.0,0,3,2,1,0,2,1,12.47
3,1,5.87,0,3.8,6.2,62.1,5.9,2.7,3.7,1,2,1,3,0,0,0,17.31
4,2,7.83,0,8.2,8.8,66.5,8.0,5.8,3.2,0,5,0,0,1,1,1,18.5
1,0,8.13,0,7.1,6.1,57.3,5.0,4.1,7.1,0,3,2,1,1,1,1,19.98
4,2,7.64,0,5.1,7.6,64.4,8.1,0.0,3.7,0,2,0,1,2,2,0,17.31
3,1,5.67,0,6.9,9.7,75.0,8.2,3.8,4.7,3,3,0,1,1,1,1,22.8
1,1,8.56,1,9.5,4.9,75.7,6.2,1.8,3.2,1,1,0,1,0,0,1,18.08
0,1,7.46,0,1.0,2.1,55.3,3.2,3.8,6.2,2,2,3,0,2,0,0,17.31
1,2,7.59,0,4.6,7.0,62.3,6.2,2.0,2.1,0,4,1,0,0,3,0,17.31
3,2,8.0,0,5.9,6.5,64.0,4.7,1.6,5.2,2,5,2,0,0,1,1,17.15
1,2,7.16,0,3.8,5.8,61.2,4.8,2.8,5.5,3,1,1,2,0,2,0,17.31
1,1,8.37,0,6.6,5.8,58.2,6.8,5.9,9.0,0,2,0,0,0,0,1,20.73
3,1,7.1,0,7.9,6.4,61.7,2.9,0.1,6.1,1,4,1,2,0,2,0,17.31
1,2,6.11,0,6.5,5.4,64.2,4.6,3.1,2.1,1,3,3,0,0,1,0,17.31
2,1,7.05,0,3.4,3.0,66.0,8.5,4.7,4.9,0,5,0,1,0,2,0,17.31
1,2,7.35,1,6.9,8.2,57.2,6.1,8.5,6.6,0,5,1,0,0,2,1,20.7
6,2,6.94,0,6.3,7.4,47.2,8.7,6.1,4.5,1,3,3,0,0,0,0,17.31
1,2,8.46,0,4.4,7.5,74.8,5.4,7.5,4.7,1,1,4,1,0,1,1,18.79
3,2,7.53,2,7.1,8.3,99.5,6.7,1.7,5.1,3,3,2,1,0,1,1,20.74
2,1,5.59,3,5.8,4.5,77.2,5.5,7.3,5.7,2,2,2,0,2,3,0,17.31
1,2,7.51,0,4.1,4.0,72.9,6.4,6.7,1.1,2,5,0,1,0,2,1,13.57
2,2,8.77,0,4.6,1.0,63.2,9.0,6.4,0.1,0,1,1,1,1,1,1,10.9
1,1,8.09,0,6.9,3.5,71.8,5.4,8.0,3.4,0,3,1,0,0,0,0,17.31
5,2,8.51,0,7.1,4.1,70.6,6.9,0.8,2.1,3,3,1,0,1,2,1,17.78
0,2,8.95,0,6.6,4.9,67.7,7.1,5.8,4.7,2,2,2,1,0,3,0,17.31
5,2,5.08,0,5.8,3.2,74.4,6.8,7.6,4.2,1,0,2,0,2,1,0,17.31
0,2,8.5,1,4.5,5.2,81.6,6.8,3.2,3.1,1,2,4,1,1,1,1,15.56
0,1,7.87,0,3.4,4.2,70.9,4.5,4.9,4.1,3,3,0,1,1,0,1,17.7
1,2,6.74,0,4.2,4.3,44.8,6.0,7.9,3.7,0,2,4,0,0,1,0,17.31
1,2,7.93,0,5.8,5.5,61.8,4.4,8.8,3.2,2,4,3,0,1,0,1,17.59
2,1,9.15,3,5.3,4.4,85.8,3.0,2.1,2.5,0,3,3,1,0,0,0,17.31
3,0,8.27,0,8.6,1.0,59.5,6.8,7.0,3.9,2,1,1,1,2,0,1,20.96
3,1,7.43,0,3.1,6.4,73.0,5.0,3.6,3.2,1,0,4,3,0,0,1,14.79
5,2,9.18,0,5.3,8.0,41.4,6.5,4.5,3.0,1,3,1,2,0,1,1,15.34
3,2,8.24,0,4.5,4.1,61.1,7.8,4.9,2.4,2,4,3,1,1,2,0,17.31
2,1,7.87,0,9.4,4.9,58.1,6.3,4.6,1.8,2,3,1,1,0,1,1,17.81
4,1,7.52,0,3.9,6.2,65.4,5.4,5.1,3.7,0,1,3,0,0,0,0,17.31
0,1,7.26,1,7.1,7.1,80.1,6.9,0.0,5.4,0,2,2,1,0,0,1,16.06
5,2,4.98,2,4.2,5.8,57.6,6.4,4.2,2.8,0,2,0,0,2,1,0,17.31
1,2,5.91,0,5.3,9.3,72.8,4.0,1.4,3.3,1,1,2,0,0,2,0,17.31
3,2,8.04,0,5.9,3.8,66.0,7.8,5.3,3.1,1,2,0,0,2,0,0,17.31
6,1,7.97,1,3.5,6.0,76.7,7.0,5.3,5.0,2,2,1,1,0,0,1,19.93
1,1,7.84,0,7.5,5.6,85.7,5.9,4.4,6.9,1,3,1,0,1,2,1,16.96
5,1,6.92,0,7.6,6.9,82.4,6.0,6.9,2.8,0,2,1,2,1,2,1,18.1
2,2,8.1,0,6.5,6.1,65.4,9.2,2.7,2.8,1,2,2,2,0,3,1,19.82
6,1,7.22,0,6.7,5.1,63.5,8.9,4.0,4.9,0,1,1,0,0,3,1,15.54
3,1,6.38,0,7.4,5.1,77.2,6.0,5.3,3.5,3,1,3,1,0,1,1,16.79
2,2,7.81,0,5.5,2.9,74.2,4.8,5.3,6.6,1,2,4,0,0,1,1,17.0
6,2,7.24,0,5.0,6.1,74.9,7.4,2.7,5.2,1,2,2,0,0,2,0,17.31
6,1,7.64,1,6.1,7.2,62.8,6.5,6.3,4.5,0,3,1,1,1,1,1,17.78
3,1,7.47,1,5.8,3.8,66.1,8.6,5.6,3.1,1,2,2,3,0,2,1,16.29
2,2,6.74,1,3.9,7.9,45.9,4.9,4.6,4.3,3,2,0,1,0,1,0,17.31
0,2,7.9,0,7.4,7.0,66.9,5.6,7.5,3.1,1,2,4,0,0,1,1,19.27
5,1,9.96,0,5.9,5.3,43.8,3.3,0.8,2.3,1,2,2,1,0,1,1,15.81
5,0,7.81,0,7.5,3.5,52.8,4.1,4.1,0.3,0,0,2,0,1,1,1,16.49
3,2,6.38,2,6.9,5.5,63.1,6.0,4.4,7.0,1,3,0,0,2,1,0,17.31
6,1,6.96,0,6.6,4.3,56.6,5.2,3.4,2.6,1,3,0,1,1,2,1,18.24
5,2,6.95,0,8.9,7.9,76.2,5.9,2.9,4.5,0,0,4,1,0,0,1,17.06
3,2,6.5,1,8.1,3.6,58.1,4.2,0.0,1.9,2,5,2,0,0,2,1,15.1
5,2,7.9,0,1.8,2.3,69.3,7.3,2.9,1.1,0,3,2,0,0,0,0,17.31
2,2,7.62,1,5.3,3.4,73.8,4.0,4.9,3.7,0,1,1,2,0,1,0,17.31
4,1,7.97,0,5.6,6.1,68.2,6.7,4.4,4.8,1,1,3,1,2,0,1,17.2
5,2,7.35,0,5.8,9.0,60.2,6.0,4.1,7.9,0,5,1,0,0,1,0,17.31
5,2,7.42,0,7.8,9.6,70.3,5.9,3.0,2.3,0,2,0,1,0,1,0,17.31
5,1,6.27,0,6.7,4.9,78.2,3.4,5.0,4.2,1,4,3,0,1,2,1,15.31
3,1,6.68,1,6.2,6.9,70.3,5.6,2.4,2.8,0,3,2,3,0,3,1,14.29
1,2,7.65,0,6.2,2.4,54.4,6.2,4.6,2.0,2,0,0,1,0,1,1,15.38
6,2,6.33,1,5.5,6.0,57.1,9.7,6.0,7.0,2,2,1,3,0,0,1,18.62
4,2,5.77,2,4.9,9.3,69.5,5.3,7.8,5.8,1,3,1,0,0,1,1,18.56
6,1,7.77,0,7.9,4.5,58.7,7.1,4.4,2.4,0,2,1,0,1,0,0,17.31
5,2,7.33,0,5.0,5.0,53.8,6.4,0.4,2.2,2,1,2,0,0,1,1,14.91
3,1,7.27,0,5.8,8.8,70.4,6.4,5.5,1.8,1,3,2,0,0,2,1,17.89
4,2,6.91,3,4.6,6.8,45.3,7.8,3.7,7.0,2,2,2,0,1,2,1,17.0
1,1,7.09,0,6.8,3.9,88.2,7.3,5.0,3.6,1,4,1,0,2,2,1,15.89
5,1,6.8,1,8.5,3.9,68.8,6.2,1.5,1.5,2,1,0,0,0,2,1,16.82
0,0,8.6,2,5.9,5.2,60.7,7.0,4.1,3.1,2,3,2,2,0,0,1,20.2
1,2,7.06,0,6.3,3.3,58.7,6.4,4.4,5.7,1,4,1,0,1,1,1,15.91
3,0,5.9,0,4.9,5.6,52.7,9.1,4.8,10.0,1,1,0,0,1,1,0,17.31
5,2,6.99,0,4.6,2.0,100.0,5.0,5.5,4.8,3,5,2,2,1,1,1,16.55
6,1,5.28,0,5.6,4.6,61.7,5.4,4.8,2.6,1,2,2,0,1,0,1,15.74
1,2,7.66,0,3.9,5.8,72.3,7.3,7.5,5.3,2,2,1,0,0,2,1,19.32
2,1,6.69,3,4.6,4.8,71.5,7.4,2.9,3.7,0,2,1,0,2,2,1,14.16
4,2,6.63,0,6.8,7.0,49.1,6.8,4.4,3.2,1,4,3,3,0,2,1,17.44
2,0,8.44,0,6.3,4.9,60.8,7.0,3.8,2.5,1,3,0,0,1,2,1,17.9
6,1,8.27,0,4.9,4.1,55.3,4.9,5.3,4.1,1,2,1,0,1,1,1,17.9
6,2,6.42,0,4.1,5.5,62.3,6.1,4.2,2.4,1,3,1,0,1,2,1,15.75
5,1,7.88,2,6.5,5.6,67.0,3.2,3.0,8.4,1,4,2,1,0,2,1,18.37
0,2,6.87,1,5.9,4.1,45.8,7.1,0.8,1.2,1,5,4,0,0,1,1,13.8
4,1,8.08,0,5.5,9.1,84.2,5.6,3.1,2.7,1,3,0,1,0,3,1,18.51
3,2,8.9,0,7.8,8.6,79.0,4.8,5.5,4.0,2,2,0,1,0,3,1,22.05
6,1,7.6,0,6.7,4.3,75.3,5.6,7.0,4.6,1,3,1,0,2,2,1,18.65
1,2,5.74,2,9.8,7.1,69.1,4.2,8.4,2.9,0,2,1,1,0,2,0,17.31
1,0,8.06,1,4.8,10.0,70.1,3.5,7.8,5.4,2,4,0,0,0,1,0,17.31
1,2,6.46,0,6.2,7.1,56.2,4.4,5.1,1.4,1,1,0,1,0,0,0,17.31
1,2,7.24,0,4.7,9.2,46.6,4.8,5.0,5.2,0,2,0,0,1,2,1,17.06
2,2,6.44,0,5.6,7.1,90.7,4.5,4.5,1.7,2,1,1,0,1,0,1,16.23
1,1,8.14,0,7.3,3.5,71.2,5.7,5.3,2.1,1,1,0,2,0,2,1,16.36
4,0,7.7,1,4.1,4.4,72.7,5.5,4.5,0.1,1,3,1,0,0,1,1,16.31
5,1,7.7,3,3.9,8.4,64.9,7.9,5.7,4.3,0,3,4,2,0,2,0,17.31
0,2,7.31,0,6.8,6.5,75.1,5.0,7.3,7.4,1,2,2,1,0,3,0,17.31
1,2,7.74,0,6.9,4.0,70.6,4.1,2.9,2.7,1,1,3,1,1,2,1,15.84
4,1,6.45,0,7.9,4.3,53.7,10.0,4.5,5.8,0,2,1,1,2,2,0,17.31
0,1,8.23,0,5.3,4.7,79.0,7.0,3.2,4.2,0,3,1,0,1,2,1,13.79
4,2,5.73,0,6.5,5.0,62.8,4.8,4.5,2.3,0,3,2,0,1,0,0,17.31
5,0,6.99,0,6.2,4.6,67.6,7.7,6.7,6.9,2,2,2,1,1,2,1,20.45
2,1,8.53,1,5.1,3.4,72.3,6.1,7.5,6.4,1,3,1,1,0,3,1,18.51
0,1,6.52,0,6.0,7.0,54.6,7.0,3.4,5.5,2,3,0,1,0,1,0,17.31
3,2,7.33,2,6.3,7.6,96.1,3.1,6.4,2.7,3,1,0,1,0,2,1,22.48
4,0,6.45,0,4.1,5.5,79.4,5.3,3.4,3.1,2,4,3,0,0,1,0,17.31
1,2,6.7,0,5.6,4.9,57.2,6.4,0.7,3.2,1,1,1,0,0,0,1,15.53
5,1,6.57,1,7.3,3.9,47.7,7.0,6.0,2.9,0,2,0,0,0,1,0,17.31
1,1,7.96,0,6.4,4.2,69.4,6.0,8.1,0.7,1,2,2,1,0,2,0,17.31
3,2,5.94,1,5.4,9.0,63.4,6.6,6.6,4.9,1,2,2,0,1,1,1,17.06
5,0,6.14,0,5.1,5.0,74.4,4.8,5.3,3.8,1,2,1,2,0,0,0,17.31
0,1,7.93,0,7.5,4.9,54.6,6.3,5.3,5.3,2,3,0,0,1,0,1,20.13
3,2,6.4,2,5.1,9.6,52.2,4.2,6.0,3.5,3,5,3,1,0,0,1,20.46
6,2,7.09,1,7.6,5.2,83.0,7.2,5.3,4.9,2,3,2,0,1,0,0,17.31
5,1,6.51,1,3.8,4.6,75.3,5.4,2.7,1.4,1,4,1,1,0,0,0,17.31
3,1,6.09,0,9.0,6.0,65.2,6.3,6.6,7.1,3,2,1,2,1,2,1,20.83
5,1,6.2,0,7.6,6.5,86.5,2.7,4.0,1.9,3,1,2,1,0,2,1,18.79
1,2,5.62,3,7.4,4.1,71.7,1.6,6.6,2.8,0,3,2,0,0,1,0,17.31
5,1,6.53,0,4.3,4.6,58.6,6.5,4.6,6.4,2,2,3,0,0,3,1,15.9
5,1,7.71,0,7.4,5.2,70.7,7.6,4.4,6.4,1,4,2,0,0,0,1,19.41
1,2,8.04,2,4.7,7.7,59.9,5.8,3.6,6.3,0,1,2,2,1,2,0,17.31
6,2,5.91,0,7.8,6.7,49.6,6.6,3.6,8.9,1,0,2,1,1,2,0,17.31
1,2,7.11,1,7.6,4.9,94.9,7.9,2.8,5.2,2,2,1,0,0,1,1,16.2
4,1,6.77,1,4.1,4.4,91.9,6.7,6.0,3.5,2,3,3,2,0,2,1,15.4
0,2,5.94,0,3.8,3.6,68.1,6.2,4.9,3.3,1,2,1,0,0,2,0,17.31
4,2,7.33,2,4.4,7.2,75.4,4.3,3.8,6.3,1,1,1,1,1,0,0,17.31
1,0,7.88,0,6.5,5.6,68.5,6.9,3.1,5.8,1,4,2,0,1,2,1,20.03
1,2,7.69,0,8.0,2.8,82.7,2.8,3.9,3.9,2,1,2,0,1,1,0,17.31
1,2,6.84,2,8.3,8.7,78.6,3.9,7.0,2.1,2,2,0,2,0,1,0,17.31
3,0,6.74,0,4.5,1.0,48.6,6.1,2.9,2.0,1,3,0,1,0,2,0,17.31
0,1,7.95,0,4.9,4.7,57.1,5.7,4.7,1.1,1,3,2,0,0,2,1,14.05
5,0,7.18,0,3.1,4.0,65.5,7.2,4.2,1.6,1,2,3,0,0,0,1,18.08
4,2,8.06,0,6.8,5.9,52.3,6.0,4.9,3.2,1,4,1,1,1,0,0,17.31
6,2,7.07,0,5.8,2.0,67.0,6.1,7.0,6.1,0,3,2,0,0,0,1,15.15
2,1,7.74,1,5.5,7.7,51.8,8.9,4.5,5.0,0,1,0,0,0,3,1,18.85
4,1,7.72,0,5.0,1.6,73.0,5.2,7.8,5.5,3,1,3,1,0,3,1,19.77
2,1,6.46,1,6.7,9.7,67.6,5.5,4.7,6.3,0,3,2,2,0,1,1,19.89
0,1,7.45,0,4.6,3.7,72.5,8.5,2.3,7.1,3,1,0,1,0,0,0,17.31
3,2,7.59,0,6.2,5.0,62.1,7.2,4.3,1.7,0,3,1,0,0,2,0,17.31
1,0,7.28,1,4.9,7.7,53.8,4.5,3.2,3.9,1,1,2,3,0,0,0,17.31
4,2,8.81,0,6.8,6.5,71.4,5.2,4.1,1.8,1,3,2,0,0,1,0,17.31
1,2,6.63,0,7.3,5.8,67.2,5.0,3.1,5.5,2,4,2,0,0,0,1,17.56
3,0,9.72,1,5.9,3.3,63.5,7.6,5.2,4.2,2,4,1,2,0,0,1,18.69
0,1,8.24,0,3.8,5.2,53.1,4.4,6.9,3.5,1,2,1,0,2,1,0,17.31
0,2,7.9,0,7.1,5.3,79.5,5.9,2.5,6.5,3,2,2,2,1,3,1,19.67
0,2,9.14,0,6.8,4.4,75.0,7.3,2.9,3.6,1,1,1,3,1,3,1,18.74
1,1,8.27,0,6.5,7.9,80.5,8.1,1.9,5.3,1,2,1,1,0,0,1,15.88
3,1,7.97,0,6.7,6.3,62.3,4.3,6.6,4.8,1,1,1,0,0,0,0,17.31
0,0,7.02,0,6.7,6.8,57.5,4.1,8.3,8.3,1,2,3,0,2,2,1,22.87
2,2,6.83,2,7.0,5.9,56.7,8.5,4.9,4.5,2,0,0,0,0,1,0,17.31
4,0,7.05,0,4.9,6.0,70.4,6.7,2.9,5.7,0,2,3,2,0,1,1,19.57
2,2,6.52,1,5.2,3.1,57.6,5.8,4.3,2.2,1,4,2,0,1,1,0,17.31
5,0,8.99,0,5.9,3.6,83.1,7.2,7.2,6.3,0,2,1,0,1,2,1,19.84
0,1,6.74,1,5.4,5.1,80.3,6.7,1.3,2.7,1,3,0,0,0,0,0,17.31
1,1,7.75,0,7.1,5.9,64.1,6.6,2.3,4.7,2,2,3,0,0,0,0,17.31
4,1,8.46,1,4.9,4.2,54.6,7.8,8.4,4.5,1,1,3,0,1,1,1,17.61
4,2,7.64,0,10.0,7.0,85.3,7.2,2.0,4.2,0,1,4,0,0,2,1,16.43
